[TILES]
resources\map\tile2\	143
resources\map\overworld\	58
[SETTINGS]
start	1
#scene list
[SCENES]
1	resources\scene1\scene.txt	1
2	resources\scene2\scene.txt	1
3	resources\scene3\scene.txt	1
4	resources\scene4\scene.txt	1
5	resources\scene5\scene.txt	1
6	resources\scene6\scene.txt	1
7	resources\scene7\scene.txt	1
8	resources\scene8\scene.txt	1
9	resources\scene9\scene.txt	1
10	resources\scene10\scene.txt	1
11	resources\overworld\scene1\scene.txt	2
12	resources\overworld\scene2\scene.txt	2
#
#
# id 	file_path	transparent_color_alpha		r	g	b
#Player
[TEXTURES]
300	resources\player\jason.png	255	0	57	115
301	resources\player\sophia.png	255	128	128	128
302	resources\enemies\enemies.png	0	255	255	255
303	resources\items\items.png	0	255	255	255
304	resources\items\blood.png	255	45	52	205
305	resources\enemies\mine.png	0	255	255	255
# sprite_id	left	top	right	bottom	texture_id
[SPRITES]
####	PLAYER
#	Sophia
#	Standing
#* Normal
501	13	5	39	23	301
502	44	5	70	23	301
503	77	5	103	23	301
504	109	5	135	23	301 
#**	Jumping
505	10	130	36	151	301
506	44	130	70	151	301
507	77	130	103	151	301
508	109	130	135	151	301
#** 	Falling
509	12	56	38	72	301
510	44	56	70	72	301
511	78	56	104	72	301
512	109	56	135	72	301
#** 	Diagonal
513	13	187	38	213	301
514	47	187	72	213	301
515	80	187	105	213	301
516	110	187	135	213	301
#**	Straight
517	13	283	39	317	301
518	48	283	74	317	301
519	79	283	105	317	301
520	109	283	135	317	301
#**	Open
521	105	334	131	360	301
#**	die
522	159	3	207	43	300
523	143	44	207	92	300
#* Green
601	13	363	39	381	301
602	44	363	70	381	301
603	77	363	103	381	301
604	109	363	135	381	301
#**	Jumping
605	10	488	36	509	301
606	44	488	70	509	301
607	77	488	103	509	301
608	109	488	135	509	301
#** 	Falling
609	12	414	38	430	301
610	44	414	70	430	301
611	78	414	104	430	301
612	109	414	135	430	301
#** 	Diagonal
613	13	545	38	571	301
614	47	545	72	571	301
615	80	545	105	571	301
616	110	545	135	571	301
#**	Straight
617	13	641	39	675	301
618	48	641	74	675	301
619	79	641	105	675	301
620	109	641	135	675	301
#* Red
701	13	693	39	711	301
702	44	693	70	711	301
703	77	693	103	711	301
704	109	693	135	711	301
#**	Jumping
705	10	818	36	839	301
706	44	818	70	839	301
707	77	818	103	839	301
708	109	818	135	839	301
#** 	Falling
709	12	744	38	760	301
710	44	744	70	760	301
711	78	744	104	760	301
712	109	744	135	760	301
#** 	Diagonal
713	13	875	38	901	301
714	47	875	72	901	301
715	80	875	105	901	301
716	110	875	135	901	301
#**	Straight
717	13	971	39	1005	301
718	48	971	74	1005	301
719	79	971	105	1005	301
720	109	971	135	1005	301
#* White
801	13	1016	39	1034	301
802	44	1016	70	1034	301
803	77	1016	103	1034	301
804	109	1016	135	1034	301
#**	Jumping
805	10	1141	36	1162	301
806	44	1141	70	1162	301
807	77	1141	103	1162	301
808	109	1141	135	1162	301
#** 	Falling
809	12	1067	38	1083	301
810	44	1067	70	1083	301
811	78	1067	104	1083	301
812	109	1067	135	1083	301
#** 	Diagonal
813	13	1198	38	1224	301
814	47	1198	72	1224	301
815	80	1198	105	1224	301
816	110	1198	135	1224	301
#**	Straight
817	13	1294	39	1328	301
818	48	1294	74	1328	301
819	79	1294	105	1328	301
820	109	1294	135	1328	301
#
#
#	<CON SAU>
101	46	412	63	422	302
102	64	412	82	422	302
#*	Red
103	46	1266	63	1276	302
104	64	1266	82	1276	302
#	<DOME>
# Top
111	67	424	85	441	302
112	87	424	105	441	302
# Left
113	50	441	67	459	302
114	50	461	67	479	302
# Bottom
115	67	479	85	496	302
116	87	479	105	496	302
# Right
117	105	441	122	459	302
118	105	461	122	479	302
#*	Red
# Top
119	67	1279	85	1296	302
120	87	1279	105	1296	302
# Left
121	50	1296	67	1314	302
122	50	1316	67	1334	302
# Bottom
123	67	1334	85	1350	302
124	87	1334	105	1350	302
# Right
125	105	1296	122	1314	302
126	105	1316	122	1334	302
#	<FLOATER>
131	84	406	102	422	302
132	104	406	122	422	302
#*	Red
133	84	1260	102	1276	302
134	104	1260	122	1276	302
#	<INSECT>
141	84	530	102	548	302
142	104	530	122	548	302
#*	Red
143	84	1385	102	1403	302
144	104	1385	122	1403	302
#	<JUMPER>
151	69	499	84	525	302
152	87	499	102	525	302
153	105	499	122	525	302
#*	Red
154	69	1354	84	1380	302
155	87	1354	102	1380	302
156	105	1354	122	1380	302
#	<ORB>
161	58	387	76	405	302
162	78	387	96	405	302
163	98	387	116	405	302
164	118	387	136	405	302
165	138	387	156	405	302
166	158	387	176	405	302
167	178	387	196	405	302
#*	RED
168	58	1241	76	1259	302
169	78	1241	96	1259	302
170	98	1241	116	1259	302
171	118	1241	136	1259	302
172	138	1241	156	1259	302
173	158	1241	176	1259	302
174	178	1241	196	1259	302
#	<SKULL>
181	42	530	60	548	302
182	62	527	80	548	302
183	42	1385	60	1403	302
184	62	1382	80	1403	302
#	<Bomb>
191	51	515	61	525	302
192	51	1370	61	1380	302
#	<EyeBall>
201	102	550	118	566	302
202	136	550	152	566	302
203	119	550	135	566	302
#	<Canon>
301	41	605	67	631	302
302	68	603	94	629	302
303	96	603	122	629	302
#	<
# Jason idle left
1	3	30	11	46	300
# Jason move left
2	12	30	20	46	300
3	21	30	29	46	300
4	30	30	38	46	300
# Jason lie down
5	3	47	19	55	300
6	20	47	36	55	300
# Jason go up & down stair
7	40	47	50	63	300
8	57	47	67	63	300
# Jason die :(
9	3	64	19	80	300
10	20	64	36	80	300
11	37	64	53	80	300
12	54	64	70	80	300
13	3	81	19	97	300
14	20	89	36	97	300
# Jason overworld go up
15	208	36	232	68	300
16	233	36	257	68	300
17	258	36	282	68	300
# Jason overworld go left
18	208	69	232	101	300
19	233	69	257	101	300
20	258	69	282	101	300
# Jason overworld go down
21	208	3	232	35	300
22	233	3	257	35	300
23	258	3	282	35	300
##	jason bullet
50	75	40	79	44	300
#	Item Hover
51	105	109	121	125	303
#	Item Thunder
52	155	109	171	125	303
#	Item Multiwarhead missile
53	205	109	221	125	303
#	Item Power
54	255	109	271	125	303
#	Item Gun
55	5	59	21	75	303
#	Item Homing missile
56	105	59	121	75	303
#	Homing Missile weapon
57	358	14	367	20	303

# <----------------- ENEMIES ----------------->
#	<MINE> Current doesn't sprite
77	1	0	15	8	305
78	17	0	31	8	305
#	<SophiaBullet>
#left
79	91	20	115	28	300
#top
80	116	20	124	44	300
# bullet 
81	183	93	207	117	300
82	166	97	182	113	300
83	149	97	165	113	300
84	140	101	148	109	300

#	<Blood-state>
86	10	10	29	82	304
87	32	10	51	82	304
88	55	10	74	82	304
89	78	10	97	82	304
90	102	10	121	82	304
91	126	10	145	82	304
92	150	10	169	82	304
93	175	10	194	82	304
94	200	10	219	82	304
#	<EyeBall BULLET>
95	358	113	367	121	303
#	<Teleporters>
96	70	567	95	599	302
97	98	567	122	599	302

# ani_id	sprite_id	time ...
[ANIMATIONS]
###	PLAYER
#	SOPHIA
##	Standing
#* Normal
501	501	100
601	801	50	701	50	601	50	701	50	501	50
##	Running
502	504	100	503	100	502	100	501	100
602	804	50	703	50	602	50	701	50	504	50
#	Jumping
503	505	100
603	805	50	705	50	605	50	705	50	505	50
#	Jumping & Moving
504	508	100	507	100	506	100	505	100
604	808	50	707	50	606	50	705	50	508	50
#	Falling
505	509	100
605	809	50	709	50	609	50	709	50	509	50
#	Falling & Moving
506	512	100	511	100	510	100	509	100
606	812	50	711	50	610	50	709	50	512	50
#	Diagonal
507	513	100
607	813	50	713	50	613	50	713	50	513	50
#	Diagonal & Moving
508	516	100	515	100	514	100	513	100
608	816	50	715	50	614	50	713	50	516	50
#	Straight
509	517	100
609	817	50	717	50	617	50	717	50	517	50
#	Straight & Moving
510	520	100	519	100	518	100	517	100
610	820	50	719	50	618	50	717	50	520	50
#	Open
511	521	100
#	die
512	522	50	523	100
#
#
#	<WORM>
101	101	100
102	101	50	103	50
103	101	100	102	100
104	101	50	103	50	102	50	104	50
#	<DOME>
111	112	100	111	100
112	112	50	120	50	111	50	119	50
113	114	100	113	100
114	114	50	122	50	113	50	121	50
115	116	100	115	100
116	116	50	124	50	115	50	123	50
117	118	100	117	100
118	118	50	126	60	117	50	125	50
#	<FLOATER>
121	132	100	131	100
122	134	50	132	50	133	50	131	50
#	<INSECT>
131	142	100	141	100
132	142	50	144	100	141	50	143	100
#	<JUMPER>
141	153	100	152	100	151	100
142	152	100
143	153	50	156	100	152	50	155	100	151	50	154	100
144	152	50	155	100
#	<ORB>
151	162	100	163	100	164	100	165	100
152	162	50	169	100	163	50	170	100	164	50	171	100	165	50	172	100
153	162	100
154	162	50	169	100
155	164	100
156	164	50	171	100
#	<SKULL>
161	181	100
162	181	50	183	50
163	182	100
164	182	50	184	50
#	<Bomb>
171	191	100
172	191	50	192	100
#	<EyeBall>
181	201	100	202	100	201	100	202	100	201	100	202	100	201	100	202	100	203	100
182	95	100
#	<Telepoter>
183	96	700	97	10	96	10	97	10	96	10	97	10	96	10	97	10	96	10	97	700
#	<Canon>
184	301	500
185	302	500
186	303	500
# Jason idle left ani
1	1	100
# Jason move left
2	4	100	3	100	2	100
# Jason jump and fall
3	2	100
# Jason lie down
4	5	100
# Jason crawling 
5	5	100	6	100
# Jason go up & down stair
6	7	100	8	100
# Json die
7	9	100	10	100	11	100	12	100	13	100	9	100	10	100	11	100	12	100	13	100	9	100	10	100	11	100	12	100	13	100	14	500
# Json overworld go up
8	15	100	16	100	17	100
# Json go left
9	18	100	19	100	20	100
# Json go down
10	21	100	22	100	23	100
#	Json climbing idle
11	7	100
#	Json overworld idle
12	15	100
13	18	100
14	21	100

# <----------------- ENEMIES ----------------->
#	<MINE>
65	78	100	77	100
#	<Sophia Bullet>
66	79	100
67	80	100
68	84	100
69	83	100
70	82	100
71	81	100
#	<Item HP>
72	54	100
#	jason bullet
73	50	100
#	Item Hover
74	51	100
#	Item Thunder
75	52	100
#	Item Multiwarhead missile
76	53	100
#	Item Power
54	255	100
#	Item Gun
77	55	100
#	Item Homing missile
78	56	100
79	57	100
[ANIMATION_SETS]
### JASON ###
1	1	2	3	4	5	6	7	8	9	501	601	502	602	503	603	504	604	505	605	506	606	507	607	508	608	509	609	510	610	511	512	11	10	12	13	14


# <----------------- ENEMIES ----------------->
#	<WORM>
10	101	102	103	104
#	<DOME>
11	117	115	113	111	118	116	114	112
#	<FLOATER>
12	121	122
#	<INSECT>
14	131	132
#	<JUMPER>
13	141	144	142	143
#	<ORB>
15	151	152	153	154	155	156
#	<SKULL>
16	161	162	163	164
#	<MINE>
17	65
#	<SOPHIA BULLET>
18	66	67	
#	<COLLISION>
19	68	69	70	71
#	jason bullet
21	73
#	<Bomb>
22	171	172
#	<EyeBall>
23	181
#	<EyeBall BULLET>
24	182
#	<Teleporter>
25	183
#	<Canon>
26	184	185	186
#	<Item HP>
20	72
#	Item Hover
27	74
#	Item Thunder
28	75
#	Item Multiwarhead missile
29	76
#	Item Gun
30	77
#	Item Homing missile
31	78
32	79
